API/UWI,Well Count,Operator Alias (Legacy),Well/Lease Name,Well Number,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,Measured Depth (TD),Spud Date,First Prod Date,Last Prod Date,Months Produced,Cum Gas,Daily Gas,Cum Oil,Daily Oil,Latest Oil,Latest Gas,Cum Water,Cum BOE,DI Subplay,First Month Oil,First Month Gas,First 6 Oil,DI Basin,First 6 Gas,First 6 BOE,First 6 Water,DI Play,Prac IP Oil Daily,Prac IP BOE,Prac IP Gas Daily,Prac IP CFGED,Latest Water,Prior 12 Oil,Prior 12 Gas,Last Test Date,Prior 12 Water,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Max Active Wells,Gas Gatherer,Oil Gatherer,Lease Number,Gross Perforated Interval,True Vertical Depth,Field,State,District,AAPG Geologic Province,Section,Country,Township,Range,Surface Latitude (WGS84),Abstract,Surface Longitude (WGS84),Block,OCS Area,PGC Area,Survey,Entity ID,EUR Calc Date,EUR Oil (BE),EUR Oil Delta (BE),EUR Oil Delta Percent (BE),EUR Gas (BE),EUR Gas Delta (BE),EUR Gas Delta Percent (BE),Oil RRR (BE),Gas RRR (BE),EUR Oil (Full),EUR Gas (Full),Oil RRR (Full),Operator (Reported),Gas RRR (Full),Last 12 Oil,Last 12 Gas,Last 12 Water,First Inj Date,Last Inj Date,Last Inj Gas  (MCF),Last Inj Water (BBL),Last Inj Other (BBL),Cum Inj Gas (MCF),Cum Inj Water (BBL),Cum Inj Other (BBL),Last Inj Product Types,Inj Product Types,Last Inj Pressure (PSI),EUR Oil Months (BE),EUR Oil Proxy (Y/N),EUR Oil B-Factor (BE),EUR Gas Months (BE),EUR Gas Proxy (Y/N),EUR Gas B-Factor (BE),EUR Oil Months (Full),EUR Oil B-Factor (Full),EUR Gas Months (Full),EUR Gas B-Factor (Full),Other No.
42103020490000,1,"BLACKBEARD OPERATING, LLC",WADDELL TR I,600,CRANE (TX),WOLFCAMP,OIL,INACTIVE,V,5875.00000,1956-05-22,2020-04-01,2020-08-01,4,1496.0000,,32.0000,,,101.0000,440.0000,281.0000,,28,879.0000,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,0.0000,2.0000,13.0000,13290.0000,0,,,2021-02-01,,,,97000.00,46750.0000,46750.00,21.3900,10.3000,0.0000,879.0000,1,28.0000,1,175.0000,1,1.0000,1,5320.00000,5420.00000,,35.000000,1969-08-01,1,"DCP OPERATING COMPANY, LP",EASTEX CRUDE COMPANY,55152,100.00,,SAND HILLS,TX,08,PERMIAN BASIN,11,USA,,,31.3435105,143,-102.6201336,3,,P-440,H&TC RR CO,130848205,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,32.0000,1496.0000,440.0000,,,,,,,,,,,,,,,,,,,,,,0
42103017100000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W.N. ET AL TR. I",240,CRANE (TX),ORDOVICIAN,SWD,INACTIVE,V,5655.00000,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,5400.00000,5655.00000,,,2002-09-19,,,,05282,255.00,,SAND HILLS,TX,08,PERMIAN BASIN,17,USA,,,31.3796397,146,-102.6236249,3,,P-440,H&TC RR CO,130844421,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,,,,,,,,,,,,,false,,,false,,,,,,0
42103367060000,1,"BLACKBEARD OPERATING, LLC",6 POUNDER NESW,26,CRANE (TX),CLEAR FORK,OIL,ACTIVE,V,5436.00000,2020-03-17,2020-09-01,2021-10-01,14,213370.0000,482,62354.0000,146,2779,13517.0000,212606.0000,97916.0000,,2061,8181.0000,30891.0000,CENTRAL BASIN PLATFORM,105558.0000,48484.0000,137668.0000,CENTRAL BASIN PLATFORM,230.0000,386.0000,939.0000,2318774.0000,6619,9191,37283,2021-06-01,49862,,,4080.00,3312.2100,3420.00,301.9130,245.0000,205.6000,29102.0000,2,7130.0000,2,11980.0000,2,72.0000,2,4000.00000,4930.00000,,37.400000,2020-09-21,1,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",54949,930.00,,SAND HILLS,TX,08,PERMIAN BASIN,4,USA,,,31.5399486,1111,-102.7125127,B21,,P-440,PSL,130842161,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,53163.0000,176087.0000,162744.0000,,,,,,,,,,,,,,,,,,,,,,8250
42103366990000,1,"BLACKBEARD OPERATING, LLC",STEDE BONNET,3,CRANE (TX),TUBB,OIL,ACTIVE,V,6318.00000,2019-12-24,2020-07-01,2021-10-01,16,142476.0000,213,14725.0000,24,1943,3622.0000,73464.0000,38471.0000,,1129,7768.0000,6960.0000,CENTRAL BASIN PLATFORM,89385.0000,21858.0000,14577.0000,CENTRAL BASIN PLATFORM,87.0000,235.0000,887.0000,1409968.0000,14735,5822,64639,2021-07-18,12194,,,10180.00,8742.7830,9680.00,114.3800,98.3000,536.4000,27497.0000,2,2702.0000,2,7285.0000,2,44.0000,2,4430.00000,4850.00000,,34.400000,2020-07-15,1,ENERGY TRANSFER COMPANY,"PLAINS MARKETING, L.P.",54723,420.00,,SAND HILLS,TX,08,PERMIAN BASIN,10,USA,,,31.5335241,1114,-102.6546339,B21,,P-440,PSL,130833461,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,8903.0000,77837.0000,61270.0000,,,,,,,,,,,,,,,,,,,,,,9194
42103367050000,2,"BLACKBEARD OPERATING, LLC",LANDLUBBER CW,,CRANE (TX),CLEAR FORK,OIL,ACTIVE,V,5488.00000,2020-03-10,2020-08-01,2021-10-01,15,38592.0000,80,31327.0000,61,1647,3885.0000,170709.0000,37759.0000,,1739,1754.0000,16751.0000,CENTRAL BASIN PLATFORM,20694.0000,20200.0000,75287.0000,CENTRAL BASIN PLATFORM,127.0000,147.0000,121.0000,884800.0000,10782,9160,9403,2021-07-15,38182,,,950.00,1316.7770,1230.00,759.4300,1054.1000,423.9000,4142.0000,4,3820.0000,2,4424.0000,2,27.0000,2,4030.00000,4960.00000,,39.200000,2020-08-19,2,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",54792,930.00,,SAND HILLS,TX,08,PERMIAN BASIN,26,USA,,,31.5578563,1107,-102.7171684,B17,,P-440,"O`NEAL, M C",130833460,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,22167.0000,29189.0000,132527.0000,,,,,,,,,,,,,,,,,,,,,,8026
42103367130000,1,"BLACKBEARD OPERATING, LLC",6 POUNDER SW,27,CRANE (TX),CLEAR FORK,OIL,ACTIVE,V,5430.00000,2020-03-07,2020-07-01,2021-10-01,16,113738.0000,236,24425.0000,34,692,6961.0000,331693.0000,43381.0000,,2633,4224.0000,15300.0000,CENTRAL BASIN PLATFORM,43076.0000,22479.0000,154098.0000,CENTRAL BASIN PLATFORM,146.0000,218.0000,430.0000,1307871.0000,13468,12086,27632,2021-07-26,121727,,,2940.00,6978.3610,4660.00,143.3000,340.6000,99.4000,13322.0000,2,4537.0000,2,6757.0000,2,41.0000,2,4000.00000,4930.00000,,44.300000,2020-07-17,1,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",54498,930.00,,SAND HILLS,TX,08,PERMIAN BASIN,4,USA,,,31.5359016,1111,-102.7113822,B21,,P-440,PSL,130825037,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,12339.0000,86106.0000,209966.0000,,,,,,,,,,,,,,,,,,,,,,8250
42103367090000,1,"BLACKBEARD OPERATING, LLC",YELLOW JACK SWSW,11,CRANE (TX),TUBB,OIL,INACTIVE,V,5305.00000,2020-03-03,2020-06-01,2020-09-01,4,26543.0000,,2996.0000,,337,3295.0000,16152.0000,7420.0000,,616,2107.0000,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,39.0000,111.0000,430.0000,664194.0000,1817,,,2020-06-28,,,,11030.00,8859.4790,8860.00,112.8730,90.7000,102.3000,13336.0000,2,1209.0000,2,3432.0000,2,21.0000,2,3945.00000,5040.00000,,41.000000,2020-06-25,1,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",54275,1095.00,,SAND HILLS,TX,08,PERMIAN BASIN,,USA,,,31.5253770,,-102.6936234,,,P-440,,130819226,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,2996.0000,26543.0000,16152.0000,,,,,,,,,,,,,,,,,,,,,,8539
42103366590000,2,"BLACKBEARD OPERATING, LLC",LANDLUBBER NE,,CRANE (TX),CLEAR FORK,OIL,ACTIVE,V,6535.00000,2018-04-27,2020-03-01,2021-10-01,19,22160.0000,45,12209.0000,24,859,1611.0000,329652.0000,15902.0000,,761,600.0000,2446.0000,CENTRAL BASIN PLATFORM,3980.0000,3109.0000,41038.0000,CENTRAL BASIN PLATFORM,8.0000,8.0000,0.0000,50900.0000,27784,3283,5688,2021-07-15,55081,,,40.00,1845.3950,1820.00,541.8890,28111.1000,533.2000,2506.0000,18,1229.0000,18,1647.0000,18,10.0000,18,4080.00000,6150.00000,,42.000000,2018-07-05,2,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",54280,2070.00,,SAND HILLS,TX,08,PERMIAN BASIN,26,USA,,,31.5632672,1107,-102.7101765,B17,,P-440,"O`NEAL, M C",130819223,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,8926.0000,16472.0000,274571.0000,,,,,,,,,,,,,,,,,,,,,,8156
42103367030000,1,"BLACKBEARD OPERATING, LLC",6 POUNDER SW,21,CRANE (TX),TUBB,OIL,ACTIVE,V,5432.00000,2020-01-04,2020-01-01,2021-10-01,21,89594.0000,137,27218.0000,31,764,4975.0000,229276.0000,42150.0000,,480,532.0000,11362.0000,CENTRAL BASIN PLATFORM,15598.0000,13962.0000,80076.0000,CENTRAL BASIN PLATFORM,157.0000,168.0000,69.0000,1008552.0000,8906,16067,39611,2021-07-18,113235,,,440.00,4482.3780,3290.00,223.0960,2275.6000,153.6000,7498.0000,10,4542.0000,2,4875.0000,2,29.0000,2,4710.00000,5000.00000,,40.000000,2020-01-25,1,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",53883,290.00,,SAND HILLS,TX,08,PERMIAN BASIN,4,USA,,,31.5358099,1111,-102.7155795,B21,,P-440,PSL,130812186,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,11151.0000,49983.0000,116041.0000,,,,,,,,,,,,,,,,,,,,,,8250
42103366930000,2,"BLACKBEARD OPERATING, LLC",6 POUNDER NW,,CRANE (TX),CLEAR FORK,OIL,ACTIVE,V,5518.00000,2019-11-16,2020-01-01,2021-10-01,22,2873606.0000,3242,164244.0000,178,4856,53003.0000,108568.0000,643178.0000,,2778,31478.0000,56037.0000,CENTRAL BASIN PLATFORM,803323.0000,189924.0000,26011.0000,CENTRAL BASIN PLATFORM,181.0000,360.0000,1073.0000,2158345.0000,5457,99229,1690351,2021-07-20,46060,,,5940.00,18199.7230,17500.00,54.9460,168.5000,91.6000,252205.0000,4,14635.0000,4,56669.0000,4,340.0000,4,3920.00000,4880.00000,,38.800000,2020-01-18,2,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",53674,960.00,,SAND HILLS,TX,08,PERMIAN BASIN,4,USA,,,31.5471123,1111,-102.7148099,B21,,P-440,PSL,130785603,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,65015.0000,1183255.0000,62508.0000,,,,,,,,,,,,,,,,,,,,,,8250
42103366130000,1,"BLACKBEARD OPERATING, LLC",YELLOW JACK E2SW,6,CRANE (TX),CLEAR FORK,OIL,ACTIVE,V,5795.00000,2018-08-30,2019-06-01,2021-10-01,28,46865.0000,50,14451.0000,12,501,2018.0000,122404.0000,22262.0000,,244,1367.0000,4782.0000,CENTRAL BASIN PLATFORM,9592.0000,6381.0000,28308.0000,CENTRAL BASIN PLATFORM,37.0000,46.0000,53.0000,276452.0000,3902,5575,20887,2021-07-15,59265,,,1410.00,3995.8200,3240.00,250.2620,710.7000,248.3000,2595.0000,15,1157.0000,2,1440.0000,11,9.0000,11,3940.00000,4510.00000,,41.000000,2018-12-03,1,,,53438,570.00,,SAND HILLS,TX,08,PERMIAN BASIN,8,USA,,,31.5283519,1113,-102.6901983,B21,,P-440,PSL,130776535,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,4545.0000,18161.0000,37501.0000,,,,,,,,,,,,,,,,,,,,,,8539
42103366890000,1,"BLACKBEARD OPERATING, LLC",6 POUNDER NW,24,CRANE (TX),CLEAR FORK,GAS,RECLASSIFIED TO ANOTHER TYPE OF ENTITY,V,5509.00000,2019-11-16,2019-12-01,2020-02-01,3,123069.0000,,,,,19478.0000,0.0000,20511.0000,,,49103.0000,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,0.0000,293.0000,1758.0000,1757677.0000,0,,,2019-12-22,,70.0000,1600.0000,,,,,0.0000,0.0000,54488.0000,2,,,9081.0000,2,54.0000,2,3920.00000,4850.00000,0.660000,,2019-12-06,1,TARGA MIDSTREAM SERVICES LLC,"WEST TEXAS CRUDE TRANSPORT, LLC",288542,930.00,,SAND HILLS,TX,08,PERMIAN BASIN,4,USA,,,31.5461484,1111,-102.7188961,B21,,P-440,PSL,130768533,,,,,123069.00,,,,,,123069.00,,"BLACKBEARD OPERATING, LLC",,,123069.0000,0.0000,,,,,,,,,,,,,false,,,false,,,,,,0
42103366380000,2,"BLACKBEARD OPERATING, LLC",LANDLUBBER N,,CRANE (TX),CLEAR FORK,OIL,ACTIVE,V,6740.00000,2019-04-18,2020-01-01,2021-10-01,22,119528.0000,192,53511.0000,78,2563,6339.0000,516635.0000,73432.0000,,1553,1843.0000,14881.0000,CENTRAL BASIN PLATFORM,16932.0000,17703.0000,136935.0000,CENTRAL BASIN PLATFORM,115.0000,124.0000,51.0000,741448.0000,26219,25168,49478,2021-07-15,231596,,,440.00,2471.5100,2230.00,404.6110,2254.7000,404.3000,9730.0000,9,3337.0000,2,4523.0000,9,27.0000,9,4030.00000,5010.00000,,38.000000,2019-05-25,2,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",53207,980.00,,SAND HILLS,TX,08,PERMIAN BASIN,26,USA,,,31.5622228,1107,-102.7186045,B17,,P-440,"O`NEAL, M C",130766226,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,28343.0000,70050.0000,285039.0000,,,,,,,,,,,,,,,,,,,,,,8156
42103366820000,1,"BLACKBEARD OPERATING, LLC",LANDLUBBER 94,94,CRANE (TX),6350,OIL,ACTIVE,V,6723.00000,2019-11-11,2019-12-01,2021-10-01,22,38980.0000,40,8479.0000,6,207,2408.0000,140916.0000,14976.0000,,790,2755.0000,4973.0000,CENTRAL BASIN PLATFORM,13744.0000,7264.0000,81635.0000,CENTRAL BASIN PLATFORM,38.0000,61.0000,137.0000,366903.0000,3500,6202,24558,2021-07-15,102415,,,3590.00,6333.7730,4600.00,157.8840,278.5000,86.0000,5370.0000,8,1186.0000,2,1896.0000,2,11.0000,2,5930.00000,6190.00000,,34.700000,2019-12-12,1,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",53148,260.00,,ARMER,TX,08,PERMIAN BASIN,26,USA,,,31.5592813,1107,-102.7110959,B17,,P-440,"O`NEAL, M C",130756806,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,2277.0000,14422.0000,38501.0000,,,,,,,,,,,,,,,,,,,,,,8026
42103366650000,2,"BLACKBEARD OPERATING, LLC",STEDE BONNET NW,,CRANE (TX),6350,OIL,ACTIVE,V,6308.00000,2019-09-27,2019-10-01,2021-10-01,25,76716.0000,144,23610.0000,24,1434,11145.0000,17472.0000,36396.0000,,2464,2898.0000,10261.0000,CENTRAL BASIN PLATFORM,18477.0000,13341.0000,9808.0000,CENTRAL BASIN PLATFORM,99.0000,131.0000,193.0000,788433.0000,1235,12306,21099,2021-07-15,7639,,,1940.00,5963.6880,3250.00,167.6810,515.5000,128.7000,13077.0000,19,2979.0000,2,3942.0000,2,24.0000,2,5740.00000,6040.00000,,34.400000,2019-10-18,2,ENERGY TRANSFER COMPANY,"PLAINS MARKETING, L.P.",53168,300.00,,ARMER,TX,08,PERMIAN BASIN,10,USA,,,31.5422932,1114,-102.6660562,B21,,P-440,PSL,130756803,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,8840.0000,52719.0000,6697.0000,,,,,,,,,,,,,,,,,,,,,,9194
42103366570000,1,"BLACKBEARD OPERATING, LLC",STEDE BONNET,,CRANE (TX),6350,OIL,ACTIVE,V,7500.00000,2019-07-22,2019-08-01,2021-10-01,27,250330.0000,253,110991.0000,93,2327,2754.0000,1401142.0000,152713.0000,,81,,34732.0000,CENTRAL BASIN PLATFORM,75280.0000,47279.0000,361294.0000,CENTRAL BASIN PLATFORM,185.0000,251.0000,398.0000,1508000.0000,13410,63724,137034,2021-07-15,1000705,,,2150.00,2731.6860,2260.00,366.0740,465.5000,845.0000,23836.0000,5,9156.0000,6,13129.0000,6,79.0000,6,3800.00000,6000.00000,,34.400000,2019-08-31,1,ENERGY TRANSFER COMPANY,"PLAINS MARKETING, L.P.",53161,2200.00,,ARMER,TX,08,PERMIAN BASIN,10,USA,,,31.5344769,1114,-102.6505447,B21,,P-440,PSL,130756801,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,33826.0000,92402.0000,295026.0000,,,,,,,,,,,,,,,,,,,,,,9194
42103366470000,1,"BLACKBEARD OPERATING, LLC",6 POUNDER SWNW,12,CRANE (TX),6350,OIL,ACTIVE,V,6738.00000,2019-09-01,2019-10-01,2021-10-01,24,93500.0000,140,100611.0000,173,3931,3497.0000,272443.0000,116194.0000,,760,11969.0000,13911.0000,CENTRAL BASIN PLATFORM,25342.0000,18135.0000,54967.0000,CENTRAL BASIN PLATFORM,41.0000,71.0000,180.0000,428300.0000,9728,36536,30376,2021-07-15,110152,,,4330.00,807.9440,930.00,1237.7090,231.0000,1124.1000,11969.0000,1,7186.0000,19,8208.0000,19,49.0000,19,5905.00000,6325.00000,,34.000000,2019-09-30,1,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",53167,420.00,,ARMER,TX,08,PERMIAN BASIN,4,USA,,,31.5434846,1111,-102.7180406,B21,,P-440,PSL,130756799,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,63315.0000,51155.0000,157390.0000,,,,,,,,,,,,,,,,,,,,,,8250
42103365970000,1,"BLACKBEARD OPERATING, LLC",CLEW BAY S,2,CRANE (TX),TUBB,OIL,INACTIVE,V,6508.00000,2018-04-21,2018-10-01,2019-10-01,12,2253.0000,,2054.0000,,119,470.0000,48588.0000,2430.0000,,40,138.0000,1238.0000,CENTRAL BASIN PLATFORM,685.0000,1352.0000,29285.0000,CENTRAL BASIN PLATFORM,15.0000,15.0000,2.0000,91323.0000,2815,40,138,2018-12-10,946,,,,1050.1490,1100.00,952.2460,0.0000,253.2000,470.0000,13,459.0000,3,472.0000,3,3.0000,3,4210.00000,4900.00000,,42.000000,2018-06-15,1,TARGA MIDSTREAM SERVICES LLC,TARGA CRUDE MARKETING LLC,53080,690.00,,SAND HILLS,TX,08,PERMIAN BASIN,,USA,,,31.5068052,,-102.7282020,,,P-440,,130755045,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,2014.0000,2115.0000,47642.0000,,,,,,,,,,,,,,,,,,,,,,8155
42103365970000,1,"BLACKBEARD OPERATING, LLC",CLEW BAY S,2,CRANE (TX),CLEAR FORK,OIL,INACTIVE,V,6508.00000,2018-04-21,2019-11-01,2020-04-01,6,3058.0000,,989.0000,,8,46.0000,89413.0000,1499.0000,,111,324.0000,989.0000,CENTRAL BASIN PLATFORM,3058.0000,1499.0000,89413.0000,CENTRAL BASIN PLATFORM,8.0000,12.0000,28.0000,74839.0000,723,,,2021-02-01,,,,3630.00,3092.0120,3090.00,323.4140,275.7000,173.9000,874.0000,2,308.0000,3,443.0000,3,3.0000,3,4210.00000,4460.00000,,34.000000,2018-06-15,1,ENERGY TRANSFER COMPANY,SUNOCO PTNRS. MKTG.&TERMINALS LP,53110,250.00,,SAND HILLS,TX,08,PERMIAN BASIN,11,USA,,,31.5068052,382,-102.7282020,B20,,P-440,PSL,130755035,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,989.0000,3058.0000,89413.0000,,,,,,,,,,,,,,,,,,,,,,8155
42103365670000,1,"BLACKBEARD OPERATING, LLC",BARATARIA BAY S,1,CRANE (TX),CLEAR FORK,OIL,INACTIVE,V,6791.00000,2017-06-18,2017-10-01,2018-03-01,6,,,1527.0000,,446,,0.0000,1527.0000,,76,,1527.0000,CENTRAL BASIN PLATFORM,0.0000,1527.0000,0.0000,CENTRAL BASIN PLATFORM,2.0000,2.0000,0.0000,9200.0000,0,,,2021-02-01,,,,0.00,,0.00,,,,,,626.0000,5,626.0000,5,4.0000,5,4406.00000,4678.00000,,41.000000,2017-08-28,1,ENERGY TRANSFER COMPANY,SUNOCO PTNRS. MKTG.&TERMINALS LP,53039,272.00,,SAND HILLS,TX,08,PERMIAN BASIN,11,USA,,,31.5986195,1096,-102.7012638,B17,,P-440,PSL,130755034,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,1527.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,0
42103366490000,1,"BLACKBEARD OPERATING, LLC",6 POUNDER NWSW,16,CRANE (TX),6350,OIL,ACTIVE,V,6735.00000,2019-09-17,2019-10-01,2021-10-01,24,168719.0000,230,67529.0000,89,2947,7523.0000,193131.0000,95649.0000,,931,6223.0000,17384.0000,CENTRAL BASIN PLATFORM,50100.0000,25734.0000,93169.0000,CENTRAL BASIN PLATFORM,97.0000,179.0000,488.0000,1072467.0000,5764,34277,78414,2021-07-15,120079,,,5020.00,2601.4670,2500.00,384.3990,199.3000,391.7000,14654.0000,2,3710.0000,7,5362.0000,2,32.0000,2,5850.00000,6270.00000,,34.000000,2019-10-16,1,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",53087,420.00,,ARMER,TX,08,PERMIAN BASIN,4,USA,,,31.5398653,1111,-102.7168795,B21,,P-440,PSL,130754947,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,32321.0000,84082.0000,63597.0000,,,,,,,,,,,,,,,,,,,,,,8250
42103365500000,1,"BLACKBEARD OPERATING, LLC",BLACK BART,1,CRANE (TX),CLEARFORK,OIL,INACTIVE,V,6255.00000,2017-01-03,2019-09-01,2020-11-01,15,12569.0000,0,11556.0000,2,48,13.0000,171405.0000,13651.0000,,1619,990.0000,10287.0000,CENTRAL BASIN PLATFORM,11135.0000,12143.0000,74088.0000,CENTRAL BASIN PLATFORM,101.0000,118.0000,106.0000,709935.0000,23833,6622,6727,2021-03-01,60607,,,1050.00,1184.0290,1090.00,844.5740,948.9000,3692.3000,3288.0000,2,3120.0000,2,3668.0000,2,22.0000,2,4250.00000,5120.00000,,35.700000,2017-02-10,1,ENERGY TRANSFER COMPANY,ENLINK CRUDE PURCHASING LLC,53025,870.00,,MARSTON RANCH,TX,08,PERMIAN BASIN,18,USA,,,31.4873613,461,-102.7627639,B20,,P-440,PSL,130754934,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,4934.0000,5842.0000,110798.0000,,,,,,,,,,,,,,,,,,,,,,7903
42103366590000,1,"BLACKBEARD OPERATING, LLC",LANDLUBBER NE,31,CRANE (TX),TUBB,OIL,INACTIVE,V,5472.00000,2019-08-27,2019-09-01,2020-02-01,6,6890.0000,,7839.0000,,985,478.0000,254111.0000,8987.0000,,102,168.0000,7839.0000,CENTRAL BASIN PLATFORM,6890.0000,8987.0000,254111.0000,CENTRAL BASIN PLATFORM,19.0000,24.0000,29.0000,143548.0000,4529,,,2020-02-18,,,,1530.00,878.9390,880.00,1137.7360,653.8000,2060.7000,3510.0000,3,2431.0000,4,2938.0000,3,18.0000,3,4080.00000,5195.00000,,38.000000,2019-09-18,1,ENERGY TRANSFER COMPANY,SUNOCO PTNRS. MKTG.&TERMINALS LP,52913,1115.00,,SAND HILLS,TX,08,PERMIAN BASIN,,USA,,,31.5632672,,-102.7101765,,,P-440,,130685725,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,7839.0000,6890.0000,254111.0000,,,,,,,,,,,,,,,,,,,,,,8156
42103366560000,1,"BLACKBEARD OPERATING, LLC",6 POUNDER NE,31,CRANE (TX),CLEAR FORK,OIL,ACTIVE,V,5516.00000,2019-07-17,2019-08-01,2021-10-01,26,96460.0000,134,29722.0000,21,807,4595.0000,470491.0000,45799.0000,,616,594.0000,11790.0000,CENTRAL BASIN PLATFORM,15052.0000,14299.0000,137657.0000,CENTRAL BASIN PLATFORM,74.0000,92.0000,110.0000,551100.0000,12839,16700,39993,2021-07-15,291244,,,1490.00,6301.4020,3250.00,158.6950,669.1000,175.6000,6863.0000,16,2666.0000,6,3036.0000,6,18.0000,6,4040.00000,4970.00000,,38.000000,2019-08-22,1,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",52912,930.00,,SAND HILLS,TX,08,PERMIAN BASIN,4,USA,,,31.5490205,1111,-102.7067043,B21,,P-440,PSL,130685347,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,7777.0000,49006.0000,130630.0000,,,,,,,,,,,,,,,,,,,,,,8026
42103361120000,1,"BLACKBEARD OPERATING, LLC",M.B. MCKNIGHT -F-,9,CRANE (TX),"SAN ANGELO, UPPER",OIL,ACTIVE,V,5232.00000,2013-02-04,2019-08-01,2021-10-01,27,37488.0000,45,5426.0000,5,26,1087.0000,37138.0000,11674.0000,,20,,2052.0000,CENTRAL BASIN PLATFORM,11291.0000,3934.0000,11604.0000,CENTRAL BASIN PLATFORM,32.0000,53.0000,126.0000,317933.0000,270,2107,14319,2021-07-18,11915,,,3910.00,9733.9610,6910.00,102.7330,255.4000,23.9000,3766.0000,1,962.0000,2,1590.0000,2,10.0000,2,3930.00000,5232.00000,,32.500000,2013-05-07,1,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",52799,1302.00,,SAND HILLS,TX,08,PERMIAN BASIN,,USA,,,31.5461147,,-102.6582773,,,P-440,,130681807,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,1699.0000,16538.0000,16062.0000,,,,,,,,,,,,,,,,,,,,,,6933
