Date,Multiple Reports,Lease Type,District,RRC Identifier,Field Name,Lease Name,Gas Well ID,Lease Total,Commingle Permit No.,On Hand Beginning of Month,Production,rrc_oil_volume,Code,On Hand End of Month,Formation Production,rrc_gas_volume,Code.1,Normalized_Field_Name,Normalized_Reservoir_Name,Net Oil Volume to Trust (RRC),Net Oil Sales Volume to Trust (RRC),Net Gas Volume to Trust (RRC),Net Gas Sales Volume to Trust (RRC)
May 2021,,Gas,08,152785.0,KEYSTONE (CONSOLIDATED),"BASHARA, M.J. UNIT",    1  ,,,52,0,0,,52,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
May 2021,,Gas,08,183074.0,KEYSTONE (CONSOLIDATED),STATE-WALTON 'E',   38H ,,,0,0,0,,0,0,0,,KEYSTONE,CONSOLIDATED,0.0,0.0,0.0,0.0
May 2021,Y,Oil,08,23120.0,KEYSTONE (SAN ANDRES),WADDELL,,,5584.0,272,308,331,1.0,249,40,40,2.0,KEYSTONE,SAN ANDRES,165.5,124.125,20.0,15.0
May 2021,,Oil,08,23838.0,KEYSTONE (SAN ANDRES),"WALTON ESTATE ""A""",,,,0,0,0,,0,0,0,,KEYSTONE,SAN ANDRES,0.0,0.0,0.0,0.0
May 2021,,Oil,08,35668.0,KEYSTONE (SAN ANDRES),"J.J. PERKINS ""C""",,,,93,0,0,,93,0,0,,KEYSTONE,SAN ANDRES,0.0,0.0,0.0,0.0
May 2021,,Oil,08,43007.0,KEYSTONE (SAN ANDRES),EAST KEYSTONE(SAN A HOLT UNIT),,,,75,132,96,1.0,111,270,270,2.0,KEYSTONE,SAN ANDRES,48.0,36.0,135.0,101.25
May 2021,,Oil,08,26628.0,"KEYSTONE, SW. (SAN ANDRES)",KEYSTONE CATTLE COMPANY,,,5122.0,427,"1,088",987,1.0,528,865,865,2.0,KEYSTONE,SAN ANDRES,493.5,370.125,432.5,324.375
May 2021,,Oil,08,17869.0,LEA (SAN ANDRES),"WADDELL, W. N. ET AL TR. H",,,4352.0,20,39,47,0.0,12,0,0,,LEA,SAN ANDRES,23.5,17.625,0.0,0.0
May 2021,,Oil,08,20935.0,"LEA, SOUTH (CLEAR FORK)","WADDELL, W. N. ET AL TR. H",,,4352.0,119,306,333,0.0,92,0,0,,LEA,CLEAR FORK,166.5,124.875,0.0,0.0
May 2021,,Oil,08,28619.0,"LEA, SOUTH (SAN ANGELO)","WADDELL, W.N. ETAL TR. H",,,4352.0,305,"1,069",1053,0.0,321,0,0,,LEA,SAN ANGELO,526.5,394.875,0.0,0.0
May 2021,,Oil,08,26509.0,MARSTON RANCH (CLEARFORK),EDWARDS,,,,65,26,0,,91,0,0,,MARSTON RANCH,CLEARFORK,0.0,0.0,0.0,0.0
May 2021,,Oil,08,40713.0,MARSTON RANCH (CLEARFORK),WINTER,,,,416,687,698,1.0,405,"3,329",3329,2.0,MARSTON RANCH,CLEARFORK,349.0,261.75,1664.5,1248.375
May 2021,,Oil,08,42684.0,MARSTON RANCH (CLEARFORK),GRAHAM,,,,771,"2,734",2783,1.0,722,"7,522",7522,2.0,MARSTON RANCH,CLEARFORK,1391.5,1043.625,3761.0,2820.75
May 2021,,Oil,08,43408.0,MARSTON RANCH (CLEARFORK),DAVID L. MARSTON,,,,402,"1,959",1864,1.0,497,"9,530",9530,2.0,MARSTON RANCH,CLEARFORK,932.0,699.0,4765.0,3573.75
May 2021,,Oil,08,44073.0,MARSTON RANCH (CLEARFORK),ALLAR-MARSTON,,,7588.0,267,910,856,1.0,321,"1,910",1910,2.0,MARSTON RANCH,CLEARFORK,428.0,321.0,955.0,716.25
May 2021,Y,Oil,08,45832.0,MARSTON RANCH (CLEARFORK),MARSTON-KOEHN,,,,226,53,0,,279,156,156,2.0,MARSTON RANCH,CLEARFORK,0.0,0.0,78.0,58.5
May 2021,,Oil,08,46148.0,MARSTON RANCH (CLEARFORK),DABB,,,,300,17,0,,317,0,0,,MARSTON RANCH,CLEARFORK,0.0,0.0,0.0,0.0
May 2021,,Oil,08,47993.0,MARSTON RANCH (CLEARFORK),EDWARD TEACH,,,7649.0,146,490,410,1.0,226,"1,510",1510,2.0,MARSTON RANCH,CLEARFORK,205.0,153.75,755.0,566.25
